Title,Total_Revenue,FinancialYear,Quarter,Month
"Endeavor Group",0,FY26,Q3,Oct
"Endeavor Group",0,FY26,Q3,Nov
"Endeavor Group",0,FY26,Q3,Dec
"ENGEN Africa",0.0130000000000000,FY26,Q3,Oct
"ENGEN Africa",0.0140000000000000,FY26,Q3,Nov
"ENGEN Africa",0.0130000000000000,FY26,Q3,Dec
"ENOVIX CORPORATION",0,FY26,Q3,Oct
"ENOVIX CORPORATION",0,FY26,Q3,Nov
"ENOVIX CORPORATION",0,FY26,Q3,Dec
"Enviva",0,FY26,Q3,Oct
"Enviva",0,FY26,Q3,Nov
"Enviva",0,FY26,Q3,Dec
"Epicor",0.165000000000000,FY26,Q3,Oct
"Epicor",0.170000000000000,FY26,Q3,Nov
"Epicor",0.165000000000000,FY26,Q3,Dec
"ETrawler",0.00920000000000000,FY26,Q3,Oct
"ETrawler",0.00950000000000000,FY26,Q3,Nov
"ETrawler",0.00920000000000000,FY26,Q3,Dec
"Everest",0,FY26,Q3,Oct
"Everest",0,FY26,Q3,Nov
"Everest",0,FY26,Q3,Dec
"Expanse Electrical Company",0.00380000000000000,FY26,Q3,Oct
"Expanse Electrical Company",0.00390000000000000,FY26,Q3,Nov
"Expanse Electrical Company",0.00380000000000000,FY26,Q3,Dec
"Expedia",0,FY26,Q3,Oct
"Expedia",0,FY26,Q3,Nov
"Expedia",0,FY26,Q3,Dec
"EYGBS",0.136000000000000,FY26,Q3,Oct
"EYGBS",0,FY26,Q3,Nov
"EYGBS",0,FY26,Q3,Dec
"Fair Price (NTUC)",0,FY26,Q3,Oct
"Fair Price (NTUC)",0,FY26,Q3,Nov
"Fair Price (NTUC)",0,FY26,Q3,Dec
"Fastener Distribution Holdings",0,FY26,Q3,Oct
"Fastener Distribution Holdings",0,FY26,Q3,Nov
"Fastener Distribution Holdings",0,FY26,Q3,Dec
"FDH Aero",0,FY26,Q3,Oct
"FDH Aero",0,FY26,Q3,Nov
"FDH Aero",0,FY26,Q3,Dec
"Federated Services",0,FY26,Q3,Oct
"Federated Services",0,FY26,Q3,Nov
"Federated Services",0,FY26,Q3,Dec
"Finlays",0.0126000000000000,FY26,Q3,Oct
"Finlays",0.0130000000000000,FY26,Q3,Nov
"Finlays",0.0126000000000000,FY26,Q3,Dec
"FJA",0.0248000000000000,FY26,Q3,Oct
"FJA",0.0255000000000000,FY26,Q3,Nov
"FJA",0.0248000000000000,FY26,Q3,Dec
"Fletcher",0.00870000000000000,FY26,Q3,Oct
"Fletcher",0.00910000000000000,FY26,Q3,Nov
"Fletcher",0.00870000000000000,FY26,Q3,Dec
"Fountain Tire",0.0495000000000000,FY26,Q3,Oct
"Fountain Tire",0.0510000000000000,FY26,Q3,Nov
"Fountain Tire",0.0495000000000000,FY26,Q3,Dec
"Franklin Templeton",0,FY26,Q3,Oct
"Franklin Templeton",0,FY26,Q3,Nov
"Franklin Templeton",0,FY26,Q3,Dec
"Frazier Healthcare Partners",0.00430000000000000,FY26,Q3,Oct
"Frazier Healthcare Partners",0.00450000000000000,FY26,Q3,Nov
"Frazier Healthcare Partners",0.00430000000000000,FY26,Q3,Dec
"FUJIFILM Business Innovation (US)",0.00500000000000000,FY26,Q3,Oct
"FUJIFILM Business Innovation (US)",0.00510000000000000,FY26,Q3,Nov
"FUJIFILM Business Innovation (US)",0.00500000000000000,FY26,Q3,Dec
"Genesis Capital",0.0495000000000000,FY26,Q3,Oct
"Genesis Capital",0.0510000000000000,FY26,Q3,Nov
"Genesis Capital",0.0495000000000000,FY26,Q3,Dec
"Gilead Life Sciences",0.0165000000000000,FY26,Q3,Oct
"Gilead Life Sciences",0.0170000000000000,FY26,Q3,Nov
"Gilead Life Sciences",0.0165000000000000,FY26,Q3,Dec
"Global Cloud Xchange",0.474800000000000,FY26,Q3,Oct
"Global Cloud Xchange",0.118300000000000,FY26,Q3,Nov
"Global Cloud Xchange",0.114800000000000,FY26,Q3,Dec
"Global Holdings LLC",0,FY26,Q3,Oct
"Global Holdings LLC",0,FY26,Q3,Nov
"Global Holdings LLC",0,FY26,Q3,Dec
"Goldbeck GmbH",0,FY26,Q3,Oct
"Goldbeck GmbH",0,FY26,Q3,Nov
"Goldbeck GmbH",0,FY26,Q3,Dec
"Golden Screen Cinema",0.00360000000000000,FY26,Q3,Oct
"Golden Screen Cinema",0.00370000000000000,FY26,Q3,Nov
"Golden Screen Cinema",0.00360000000000000,FY26,Q3,Dec
"Golden Spread Electric Cooperative",0.00500000000000000,FY26,Q3,Oct
"Golden Spread Electric Cooperative",0.00510000000000000,FY26,Q3,Nov
"Golden Spread Electric Cooperative",0.00500000000000000,FY26,Q3,Dec
"GPO Revenue",0,FY26,Q3,Oct
"GPO Revenue",0,FY26,Q3,Nov
"GPO Revenue",0,FY26,Q3,Dec
"Grange Resources ",0.00170000000000000,FY26,Q3,Oct
"Grange Resources ",0.00170000000000000,FY26,Q3,Nov
"Grange Resources ",0.00170000000000000,FY26,Q3,Dec
"Green Mountain",0.412500000000000,FY26,Q3,Oct
"Green Mountain",0.425000000000000,FY26,Q3,Nov
"Green Mountain",0.412500000000000,FY26,Q3,Dec
"GSMS",0.0469000000000000,FY26,Q3,Oct
"GSMS",0.0483000000000000,FY26,Q3,Nov
"GSMS",0.0469000000000000,FY26,Q3,Dec
"Guidehouse Inc.",0.0297000000000000,FY26,Q3,Oct
"Guidehouse Inc.",0.0306000000000000,FY26,Q3,Nov
"Guidehouse Inc.",0.0297000000000000,FY26,Q3,Dec
"Guitar Center ",0,FY26,Q3,Oct
"Guitar Center ",0,FY26,Q3,Nov
"Guitar Center ",0,FY26,Q3,Dec
"Harbour Guidance",0,FY26,Q3,Oct
"Harbour Guidance",0,FY26,Q3,Nov
"Harbour Guidance",0,FY26,Q3,Dec
"Hastings Deering",0.0850000000000000,FY26,Q3,Oct
"Hastings Deering",0.0900000000000000,FY26,Q3,Nov
"Hastings Deering",0.0800000000000000,FY26,Q3,Dec
"HCSC",0,FY26,Q3,Oct
"HCSC",0,FY26,Q3,Nov
"HCSC",0,FY26,Q3,Dec
"HDFC Limited",0.00600000000000000,FY26,Q3,Oct
"HDFC Limited",0.00620000000000000,FY26,Q3,Nov
"HDFC Limited",0.00600000000000000,FY26,Q3,Dec
"HealthTrackRx",0,FY26,Q3,Oct
"HealthTrackRx",0,FY26,Q3,Nov
"HealthTrackRx",0,FY26,Q3,Dec
"Hitachi",0,FY26,Q3,Oct
"Hitachi",0,FY26,Q3,Nov
"Hitachi",0,FY26,Q3,Dec
"Home Depot",0.280500000000000,FY26,Q3,Oct
"Home Depot",0.289000000000000,FY26,Q3,Nov
"Home Depot",0.280500000000000,FY26,Q3,Dec
"Honest Medical Group LLC",0.0331000000000000,FY26,Q3,Oct
"Honest Medical Group LLC",0.0340000000000000,FY26,Q3,Nov
"Honest Medical Group LLC",0.0331000000000000,FY26,Q3,Dec
"Hoya Vision",0.0281000000000000,FY26,Q3,Oct
"Hoya Vision",0.0289000000000000,FY26,Q3,Nov
"Hoya Vision",0.0281000000000000,FY26,Q3,Dec
"i2i Population health",0.0273000000000000,FY26,Q3,Oct
"i2i Population health",0.0281000000000000,FY26,Q3,Nov
"i2i Population health",0.0273000000000000,FY26,Q3,Dec
"IAC",0.00830000000000000,FY26,Q3,Oct
"IAC",0.00850000000000000,FY26,Q3,Nov
"IAC",0.00830000000000000,FY26,Q3,Dec
"ICICI Bank Ltd.",0.0957000000000000,FY26,Q3,Oct
"ICICI Bank Ltd.",0.0986000000000000,FY26,Q3,Nov
"ICICI Bank Ltd.",0.0957000000000000,FY26,Q3,Dec
"Idemitsu MS",0.100000000000000,FY26,Q3,Oct
"Idemitsu MS",0.100000000000000,FY26,Q3,Nov
"Idemitsu MS",0.100000000000000,FY26,Q3,Dec
"Idemitsu VOC",0.0185000000000000,FY26,Q3,Oct
"Idemitsu VOC",0.0190000000000000,FY26,Q3,Nov
"Idemitsu VOC",0.0185000000000000,FY26,Q3,Dec
"IndoSpace Development Management Pvt. Ltd.",0.0111000000000000,FY26,Q3,Oct
"IndoSpace Development Management Pvt. Ltd.",0.0114000000000000,FY26,Q3,Nov
"IndoSpace Development Management Pvt. Ltd.",0.0111000000000000,FY26,Q3,Dec
"Informatica India",0.0995000000000000,FY26,Q3,Oct
"Informatica India",0.102500000000000,FY26,Q3,Nov
"Informatica India",0.0995000000000000,FY26,Q3,Dec
"Interdigital",0.0141000000000000,FY26,Q3,Oct
"Interdigital",0.0146000000000000,FY26,Q3,Nov
"Interdigital",0.0141000000000000,FY26,Q3,Dec
"ITS Logistics",0.313500000000000,FY26,Q3,Oct
"ITS Logistics",0.323000000000000,FY26,Q3,Nov
"ITS Logistics",0.313500000000000,FY26,Q3,Dec
"J & J",1.20120000000000,FY26,Q3,Oct
"J & J",1.23760000000000,FY26,Q3,Nov
"J & J",1.20120000000000,FY26,Q3,Dec
"J & J APAC",0,FY26,Q3,Oct
"J & J APAC",0,FY26,Q3,Nov
"J & J APAC",0,FY26,Q3,Dec
"Jiffy Lube",0.0546000000000000,FY26,Q3,Oct
"Jiffy Lube",0.0563000000000000,FY26,Q3,Nov
"Jiffy Lube",0.0546000000000000,FY26,Q3,Dec
"Jockey International",0,FY26,Q3,Oct
"Jockey International",0,FY26,Q3,Nov
"Jockey International",0,FY26,Q3,Dec
"Jon Monroe Consulting",0.00330000000000000,FY26,Q3,Oct
"Jon Monroe Consulting",0.00340000000000000,FY26,Q3,Nov
"Jon Monroe Consulting",0.00330000000000000,FY26,Q3,Dec
"Kairos",0,FY26,Q3,Oct
"Kairos",0,FY26,Q3,Nov
"Kairos",0,FY26,Q3,Dec
"Kaiser Permanente",0,FY26,Q3,Oct
"Kaiser Permanente",0,FY26,Q3,Nov
"Kaiser Permanente",0,FY26,Q3,Dec
"Kent Water Sports",0,FY26,Q3,Oct
"Kent Water Sports",0,FY26,Q3,Nov
"Kent Water Sports",0,FY26,Q3,Dec
"Kenvue",0,FY26,Q3,Oct
"Kenvue",0,FY26,Q3,Nov
"Kenvue",0,FY26,Q3,Dec
"Kiosk Collective",0,FY26,Q3,Oct
"Kiosk Collective",0,FY26,Q3,Nov
"Kiosk Collective",0,FY26,Q3,Dec
"KLA Corporation",0.00990000000000000,FY26,Q3,Oct
"KLA Corporation",0.0102000000000000,FY26,Q3,Nov
"KLA Corporation",0.00990000000000000,FY26,Q3,Dec
"Kloud9",0.00330000000000000,FY26,Q3,Oct
"Kloud9",0.00340000000000000,FY26,Q3,Nov
"Kloud9",0.00330000000000000,FY26,Q3,Dec
"Komatsu Australia",0,FY26,Q3,Oct
"Komatsu Australia",0,FY26,Q3,Nov
"Komatsu Australia",0,FY26,Q3,Dec
"Kura Sushi",0,FY26,Q3,Oct
"Kura Sushi",0,FY26,Q3,Nov
"Kura Sushi",0,FY26,Q3,Dec
"Kyndryl",0,FY26,Q3,Oct
"Kyndryl",0,FY26,Q3,Nov
"Kyndryl",0,FY26,Q3,Dec
"Kyochon ",0,FY26,Q3,Oct
"Kyochon ",0,FY26,Q3,Nov
"Kyochon ",0,FY26,Q3,Dec
"Kyowa Kirin",0.112200000000000,FY26,Q3,Oct
"Kyowa Kirin",0.115600000000000,FY26,Q3,Nov
"Kyowa Kirin",0.112200000000000,FY26,Q3,Dec
"Leiters Enterprises",0.00830000000000000,FY26,Q3,Oct
"Leiters Enterprises",0.00850000000000000,FY26,Q3,Nov
"Leiters Enterprises",0.00830000000000000,FY26,Q3,Dec
"Lifescan",0.0330000000000000,FY26,Q3,Oct
"Lifescan",0.0340000000000000,FY26,Q3,Nov
"Lifescan",0.0330000000000000,FY26,Q3,Dec
"LIMN Labs",0,FY26,Q3,Oct
"LIMN Labs",0,FY26,Q3,Nov
"LIMN Labs",0,FY26,Q3,Dec
"LoanDepot",0.118800000000000,FY26,Q3,Oct
"LoanDepot",0.122400000000000,FY26,Q3,Nov
"LoanDepot",0.118800000000000,FY26,Q3,Dec
"Logitec",0.0493000000000000,FY26,Q3,Oct
"Logitec",0.0508000000000000,FY26,Q3,Nov
"Logitec",0.0493000000000000,FY26,Q3,Dec
"Lolli and Pops",0,FY26,Q3,Oct
"Lolli and Pops",0,FY26,Q3,Nov
"Lolli and Pops",0,FY26,Q3,Dec
"Louis Dreyfus",0.0743000000000000,FY26,Q3,Oct
"Louis Dreyfus",0.0765000000000000,FY26,Q3,Nov
"Louis Dreyfus",0.0743000000000000,FY26,Q3,Dec
"Lowe’s Services",0.0202000000000000,FY26,Q3,Oct
"Lowe’s Services",0.0207000000000000,FY26,Q3,Nov
"Lowe’s Services",0.0202000000000000,FY26,Q3,Dec
"LVMH",0,FY26,Q3,Oct
"LVMH",0,FY26,Q3,Nov
"LVMH",0,FY26,Q3,Dec
"Mahindra & Mahindra FS",0.0165000000000000,FY26,Q3,Oct
"Mahindra & Mahindra FS",0.0170000000000000,FY26,Q3,Nov
"Mahindra & Mahindra FS",0.0165000000000000,FY26,Q3,Dec
"Mainstream Renewable Power",0.00960000000000000,FY26,Q3,Oct
"Mainstream Renewable Power",0.00990000000000000,FY26,Q3,Nov
"Mainstream Renewable Power",0.00960000000000000,FY26,Q3,Dec
"Marketforce",0.0470000000000000,FY26,Q3,Oct
"Marketforce",0.0485000000000000,FY26,Q3,Nov
"Marketforce",0.0470000000000000,FY26,Q3,Dec
"Matson Navigation Company",0.726000000000000,FY26,Q3,Oct
"Matson Navigation Company",0.748000000000000,FY26,Q3,Nov
"Matson Navigation Company",0.726000000000000,FY26,Q3,Dec
"Mattson Technology Inc",0.0661000000000000,FY26,Q3,Oct
"Mattson Technology Inc",0.0680000000000000,FY26,Q3,Nov
"Mattson Technology Inc",0.0661000000000000,FY26,Q3,Dec
"MCA Connect ",0,FY26,Q3,Oct
"MCA Connect ",0,FY26,Q3,Nov
"MCA Connect ",0,FY26,Q3,Dec
"McDonalds MS",0.0303000000000000,FY26,Q3,Oct
"McDonalds MS",0.0310000000000000,FY26,Q3,Nov
"McDonalds MS",0.0303000000000000,FY26,Q3,Dec
"Medidata",0.0462000000000000,FY26,Q3,Oct
"Medidata",0.0476000000000000,FY26,Q3,Nov
"Medidata",0.0462000000000000,FY26,Q3,Dec
"Meta Platforms Technologies, LLC",0.0908000000000000,FY26,Q3,Oct
"Meta Platforms Technologies, LLC",0.0935000000000000,FY26,Q3,Nov
"Meta Platforms Technologies, LLC",0.0908000000000000,FY26,Q3,Dec
"Metcash Limited ",0,FY26,Q3,Oct
"Metcash Limited ",0,FY26,Q3,Nov
"Metcash Limited ",0,FY26,Q3,Dec
"Metricstream",0.0182000000000000,FY26,Q3,Oct
"Metricstream",0.0187000000000000,FY26,Q3,Nov
"Metricstream",0.0182000000000000,FY26,Q3,Dec
"Metro Cash & Carry",0,FY26,Q3,Oct
"Metro Cash & Carry",0,FY26,Q3,Nov
"Metro Cash & Carry",0,FY26,Q3,Dec
"Michael Hill",0.0800000000000000,FY26,Q3,Oct
"Michael Hill",0,FY26,Q3,Nov
"Michael Hill",0,FY26,Q3,Dec
"Microsoft Global Account",4.30160000000000,FY26,Q3,Oct
"Microsoft Global Account",4.43200000000000,FY26,Q3,Nov
"Microsoft Global Account",4.30160000000000,FY26,Q3,Dec
"Milton Cat",0,FY26,Q3,Oct
"Milton Cat",0,FY26,Q3,Nov
"Milton Cat",0,FY26,Q3,Dec
"Milwaukee Electric Tool",0.00660000000000000,FY26,Q3,Oct
"Milwaukee Electric Tool",0.00680000000000000,FY26,Q3,Nov
"Milwaukee Electric Tool",0.00660000000000000,FY26,Q3,Dec
"Mitsuboshi Restaurants ",0.00540000000000000,FY26,Q3,Oct
"Mitsuboshi Restaurants ",0.00560000000000000,FY26,Q3,Nov
"Mitsuboshi Restaurants ",0.00540000000000000,FY26,Q3,Dec
"MOS Food Global ASP",0.0112000000000000,FY26,Q3,Oct
"MOS Food Global ASP",0.0116000000000000,FY26,Q3,Nov
"MOS Food Global ASP",0.0112000000000000,FY26,Q3,Dec
"MSIG",0.0116000000000000,FY26,Q3,Oct
"MSIG",0.0119000000000000,FY26,Q3,Nov
"MSIG",0.0116000000000000,FY26,Q3,Dec
"NACHA",0.0363000000000000,FY26,Q3,Oct
"NACHA",0.0374000000000000,FY26,Q3,Nov
"NACHA",0.0363000000000000,FY26,Q3,Dec
"NBD - GBW",0.171600000000000,FY26,Q3,Oct
"NBD - GBW",0.176800000000000,FY26,Q3,Nov
"NBD - GBW",0.171600000000000,FY26,Q3,Dec
"NBD - Sonata - ANZ",0,FY26,Q3,Oct
"NBD - Sonata - ANZ",0,FY26,Q3,Nov
"NBD - Sonata - ANZ",0,FY26,Q3,Dec
"NBD - Sonata - APAC",0.178200000000000,FY26,Q3,Oct
"NBD - Sonata - APAC",0.183600000000000,FY26,Q3,Nov
"NBD - Sonata - APAC",0.178200000000000,FY26,Q3,Dec
"NBD - Sonata - EU",0.111600000000000,FY26,Q3,Oct
"NBD - Sonata - EU",0.0119000000000000,FY26,Q3,Nov
"NBD - Sonata - EU",0.0116000000000000,FY26,Q3,Dec
"NBD - Sonata - UK",0.200000000000000,FY26,Q3,Oct
"NBD - Sonata - UK",0,FY26,Q3,Nov
"NBD - Sonata - UK",0,FY26,Q3,Dec
"NBD - Sonata - US BFSI",0.0809000000000000,FY26,Q3,Oct
"NBD - Sonata - US BFSI",0.0833000000000000,FY26,Q3,Nov
"NBD - Sonata - US BFSI",0.0809000000000000,FY26,Q3,Dec
"NBD - Sonata - US HLS",0.346500000000000,FY26,Q3,Oct
"NBD - Sonata - US HLS",0.357000000000000,FY26,Q3,Nov
"NBD - Sonata - US HLS",0.346500000000000,FY26,Q3,Dec
"NBD - Sonata - US Retail & Mfg",0.214500000000000,FY26,Q3,Oct
"NBD - Sonata - US Retail & Mfg",0.221000000000000,FY26,Q3,Nov
"NBD - Sonata - US Retail & Mfg",0.214500000000000,FY26,Q3,Dec
"NBD - Sonata - US TMTE",0.280500000000000,FY26,Q3,Oct
"NBD - Sonata - US TMTE",0.289000000000000,FY26,Q3,Nov
"NBD - Sonata - US TMTE",0.280500000000000,FY26,Q3,Dec
"NCC Group",0.0300000000000000,FY26,Q3,Oct
"NCC Group",0,FY26,Q3,Nov
"NCC Group",0,FY26,Q3,Dec
"New Balance",0.0253000000000000,FY26,Q3,Oct
"New Balance",0.0253000000000000,FY26,Q3,Nov
"New Balance",0.0253000000000000,FY26,Q3,Dec
"New Business Deal",0,FY26,Q3,Oct
"New Business Deal",0,FY26,Q3,Nov
"New Business Deal",0,FY26,Q3,Dec
"Next Level Business Services, Inc.",0,FY26,Q3,Oct
"Next Level Business Services, Inc.",0,FY26,Q3,Nov
"Next Level Business Services, Inc.",0,FY26,Q3,Dec
"Nivel Parts ",0,FY26,Q3,Oct
"Nivel Parts ",0,FY26,Q3,Nov
"Nivel Parts ",0,FY26,Q3,Dec
"Nordics Semiconductor",0,FY26,Q3,Oct
"Nordics Semiconductor",0,FY26,Q3,Nov
"Nordics Semiconductor",0,FY26,Q3,Dec
"Normet",0.420500000000000,FY26,Q3,Oct
"Normet",0.327100000000000,FY26,Q3,Nov
"Normet",0.220500000000000,FY26,Q3,Dec
"Northern Lakes Data Corp",0,FY26,Q3,Oct
"Northern Lakes Data Corp",0,FY26,Q3,Nov
"Northern Lakes Data Corp",0,FY26,Q3,Dec
"Northern Trust",0.0396000000000000,FY26,Q3,Oct
"Northern Trust",0.0408000000000000,FY26,Q3,Nov
"Northern Trust",0.0396000000000000,FY26,Q3,Dec
"NSW Ports ",0,FY26,Q3,Oct
"NSW Ports ",0,FY26,Q3,Nov
"NSW Ports ",0,FY26,Q3,Dec
"Oasis Group ",0.00660000000000000,FY26,Q3,Oct
"Oasis Group ",0.00680000000000000,FY26,Q3,Nov
"Oasis Group ",0.00660000000000000,FY26,Q3,Dec
"Omnicom",0.148400000000000,FY26,Q3,Oct
"Omnicom",0.152900000000000,FY26,Q3,Nov
"Omnicom",0.148400000000000,FY26,Q3,Dec
"Outform Group, Inc",0,FY26,Q3,Oct
"Outform Group, Inc",0,FY26,Q3,Nov
"Outform Group, Inc",0,FY26,Q3,Dec
"P&O Ferries Division",0.0361000000000000,FY26,Q3,Oct
"P&O Ferries Division",0.0369000000000000,FY26,Q3,Nov
"P&O Ferries Division",0.0290000000000000,FY26,Q3,Dec
"Parata Systems",0.0116000000000000,FY26,Q3,Oct
"Parata Systems",0.0119000000000000,FY26,Q3,Nov
"Parata Systems",0.0116000000000000,FY26,Q3,Dec
"Pennymac",1.08900000000000,FY26,Q3,Oct
"Pennymac",1.04100000000000,FY26,Q3,Nov
"Pennymac",1.14900000000000,FY26,Q3,Dec
"Peppermint",0.0480000000000000,FY26,Q3,Oct
"Peppermint",0.0340000000000000,FY26,Q3,Nov
"Peppermint",0.0330000000000000,FY26,Q3,Dec
"PepsiCo",0.0594000000000000,FY26,Q3,Oct
"PepsiCo",0.0612000000000000,FY26,Q3,Nov
"PepsiCo",0.0594000000000000,FY26,Q3,Dec
"Peregrine",0,FY26,Q3,Oct
"Peregrine",0,FY26,Q3,Nov
"Peregrine",0,FY26,Q3,Dec
"PNG Data Co",0.00200000000000000,FY26,Q3,Oct
"PNG Data Co",0.00200000000000000,FY26,Q3,Nov
"PNG Data Co",0.00200000000000000,FY26,Q3,Dec
"PointsKash",0,FY26,Q3,Oct
"PointsKash",0,FY26,Q3,Nov
"PointsKash",0,FY26,Q3,Dec
"Polypore",0,FY26,Q3,Oct
"Polypore",0,FY26,Q3,Nov
"Polypore",0,FY26,Q3,Dec
"Pope Packaging",0.0152000000000000,FY26,Q3,Oct
"Pope Packaging",0.0156000000000000,FY26,Q3,Nov
"Pope Packaging",0.0152000000000000,FY26,Q3,Dec
"PPC Flexible Packaging",0,FY26,Q3,Oct
"PPC Flexible Packaging",0,FY26,Q3,Nov
"PPC Flexible Packaging",0,FY26,Q3,Dec
"Precision Autonomy",0,FY26,Q3,Oct
"Precision Autonomy",0,FY26,Q3,Nov
"Precision Autonomy",0,FY26,Q3,Dec
"Premier Lotteries Ireland DAC ",0.0185000000000000,FY26,Q3,Oct
"Premier Lotteries Ireland DAC ",0.0190000000000000,FY26,Q3,Nov
"Premier Lotteries Ireland DAC ",0.0185000000000000,FY26,Q3,Dec
"Primeline",-0.0262000000000000,FY26,Q3,Oct
"Primeline",0.0255000000000000,FY26,Q3,Nov
"Primeline",0.0258000000000000,FY26,Q3,Dec
"Print Syndicate",0,FY26,Q3,Oct
"Print Syndicate",0,FY26,Q3,Nov
"Print Syndicate",0,FY26,Q3,Dec
"Prodigy Healthcare",0.00330000000000000,FY26,Q3,Oct
"Prodigy Healthcare",0.00340000000000000,FY26,Q3,Nov
"Prodigy Healthcare",0.00330000000000000,FY26,Q3,Dec
"QuarkCity",0.00110000000000000,FY26,Q3,Oct
"QuarkCity",0.00110000000000000,FY26,Q3,Nov
"QuarkCity",0.00110000000000000,FY26,Q3,Dec
"Quest",0,FY26,Q3,Oct
"Quest",0,FY26,Q3,Nov
"Quest",0,FY26,Q3,Dec
"Ralph Lauren Sourcing India LLP",0,FY26,Q3,Oct
"Ralph Lauren Sourcing India LLP",0,FY26,Q3,Nov
"Ralph Lauren Sourcing India LLP",0,FY26,Q3,Dec
"Rambus",0.00830000000000000,FY26,Q3,Oct
"Rambus",0.00850000000000000,FY26,Q3,Nov
"Rambus",0.00830000000000000,FY26,Q3,Dec
"Randstad",0,FY26,Q3,Oct
"Randstad",0,FY26,Q3,Nov
"Randstad",0,FY26,Q3,Dec
"Ranstad (Walmart India)",0,FY26,Q3,Oct
"Ranstad (Walmart India)",0,FY26,Q3,Nov
"Ranstad (Walmart India)",0,FY26,Q3,Dec
"Rarik",0,FY26,Q3,Oct
"Rarik",0,FY26,Q3,Nov
"Rarik",0,FY26,Q3,Dec
"Red Hill Ventures",0,FY26,Q3,Oct
"Red Hill Ventures",0,FY26,Q3,Nov
"Red Hill Ventures",0,FY26,Q3,Dec
"Reliance steel",0,FY26,Q3,Oct
"Reliance steel",0,FY26,Q3,Nov
"Reliance steel",0,FY26,Q3,Dec
"Republic Bank",0.201300000000000,FY26,Q3,Oct
"Republic Bank",0.207400000000000,FY26,Q3,Nov
"Republic Bank",0.201300000000000,FY26,Q3,Dec
"Reynolds Consumer products ",0.0314000000000000,FY26,Q3,Oct
"Reynolds Consumer products ",0.0323000000000000,FY26,Q3,Nov
"Reynolds Consumer products ",0.0314000000000000,FY26,Q3,Dec
"Ricetec",0.00410000000000000,FY26,Q3,Oct
"Ricetec",0.00430000000000000,FY26,Q3,Nov
"Ricetec",0.00410000000000000,FY26,Q3,Dec
"Ridley",0.0102000000000000,FY26,Q3,Oct
"Ridley",0.0105000000000000,FY26,Q3,Nov
"Ridley",0.0102000000000000,FY26,Q3,Dec
"Ring Publications LLC",0.00400000000000000,FY26,Q3,Oct
"Ring Publications LLC",0.00410000000000000,FY26,Q3,Nov
"Ring Publications LLC",0.00400000000000000,FY26,Q3,Dec
"Rizz Wireless LLC",0,FY26,Q3,Oct
"Rizz Wireless LLC",0,FY26,Q3,Nov
"Rizz Wireless LLC",0,FY26,Q3,Dec
"R-kioski",0,FY26,Q3,Oct
"R-kioski",0,FY26,Q3,Nov
"R-kioski",0,FY26,Q3,Dec
"Ronstan",0.0119000000000000,FY26,Q3,Oct
"Ronstan",0.0122000000000000,FY26,Q3,Nov
"Ronstan",0.0119000000000000,FY26,Q3,Dec
"Rovia (World Venture)",0,FY26,Q3,Oct
"Rovia (World Venture)",0,FY26,Q3,Nov
"Rovia (World Venture)",0,FY26,Q3,Dec
"Rythoms Inc",0,FY26,Q3,Oct
"Rythoms Inc",0,FY26,Q3,Nov
"Rythoms Inc",0,FY26,Q3,Dec
"Sage Software",0.0264000000000000,FY26,Q3,Oct
"Sage Software",0.0272000000000000,FY26,Q3,Nov
"Sage Software",0.0264000000000000,FY26,Q3,Dec
"Sally Beauty",0,FY26,Q3,Oct
"Sally Beauty",0,FY26,Q3,Nov
"Sally Beauty",0,FY26,Q3,Dec
"Samsung Group",0,FY26,Q3,Oct
"Samsung Group",0,FY26,Q3,Nov
"Samsung Group",0,FY26,Q3,Dec
"Sanford Australia Pty. Ltd.",0,FY26,Q3,Oct
"Sanford Australia Pty. Ltd.",0,FY26,Q3,Nov
"Sanford Australia Pty. Ltd.",0,FY26,Q3,Dec
"SCALZO",0.000400000000000000,FY26,Q3,Oct
"SCALZO",0.000400000000000000,FY26,Q3,Nov
"SCALZO",0.000400000000000000,FY26,Q3,Dec
"SCE ",0,FY26,Q3,Oct
"SCE ",0,FY26,Q3,Nov
"SCE ",0,FY26,Q3,Dec
"Schnitz",0.00190000000000000,FY26,Q3,Oct
"Schnitz",0.00200000000000000,FY26,Q3,Nov
"Schnitz",0.00190000000000000,FY26,Q3,Dec
"Scyne Advisory",0,FY26,Q3,Oct
"Scyne Advisory",0,FY26,Q3,Nov
"Scyne Advisory",0,FY26,Q3,Dec
"Sensormatic JCI",0,FY26,Q3,Oct
"Sensormatic JCI",0,FY26,Q3,Nov
"Sensormatic JCI",0,FY26,Q3,Dec
"SGP",0,FY26,Q3,Oct
"SGP",0,FY26,Q3,Nov
"SGP",0,FY26,Q3,Dec
"Shamrock Foods Company",0.0165000000000000,FY26,Q3,Oct
"Shamrock Foods Company",0.0170000000000000,FY26,Q3,Nov
"Shamrock Foods Company",0.0165000000000000,FY26,Q3,Dec
"She Jobs",0,FY26,Q3,Oct
"She Jobs",0,FY26,Q3,Nov
"She Jobs",0,FY26,Q3,Dec
"Shell",0.0105000000000000,FY26,Q3,Oct
"Shell",0.0105000000000000,FY26,Q3,Nov
"Shell",0.0105000000000000,FY26,Q3,Dec
"Sinequa",0.00330000000000000,FY26,Q3,Oct
"Sinequa",0.00340000000000000,FY26,Q3,Nov
